# Cluster-median assignment
# Andreu Meca and Jan Leyva

# Number of points
param m := 167;

# Matrix of Euclidean distance
param d :	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167:=
126	25050.8215010584	15532.8307540799	12604.1505284966	19642.9950177609	4503.32178800642	4657.16300867098	19000.3269106876	47519.9427465716	43645.6892888917	9069.55124104213	18237.044135978	21705.1608401678	24167.9481357897	9940.44168272221	8782.64065499539	40272.6186431771	17387.7485641663	24758.6685323147	19743.2571562659	20789.3187224941	15496.0095152842	11302.1931019751	9080.54078185876	65924.2964893192	9173.70977256929	25212.7863680691	26002.2389039205	24079.2028380071	23710.6561369028	42903.6443783677	19800.8737636366	25788.4071040049	24591.9615662652	4537.53626714616	15700.1282732941	13688.7190776972	25145.9782940025	26104.7343517906	20659.5954827237	10967.6507614084	23721.7647264771	4325.71335163231	24052.0747735385	11048.049906884	54508.9315967046	13806.7372727995	15830.510941477	16360.7959182512	18531.8045362081	13052.6723696125	25263.7783273493	4133.14586088289	18189.3731026083	41354.0368638326	34712.3170084642	8372.98931263169	24999.0713387895	19087.1000936176	37512.9726197065	23328.0604349164	18067.789493283	13025.6129578825	19165.0718369121	25409.9988610214	25263.4796402435	19904.9939375162	25107.8606900752	2667.92180291036	36816.8348019731	22028.7967939493	17410.6473559843	7444.53891613771	12762.8378261524	46604.3655949728	22067.0824235506	29844.4198759121	17135.1274101219	38060.34342959	16161.0014958026	3598.97595080107	24035.1325702143	24529.0703817532	62247.2809740143	23779.8486108839	22533.2750965347	5099.23788033772	7425.74227951089	24040.578881591	26020.7360811377	7008.87209784855	2515.19895146377	122920.417759152	13937.8484102222	25323.4586415903	25646.5283017171	2720.86600539853	13813.2191565624	24733.4578947739	12258.0242483535	23130.2626248961	8105.71729098939	22408.5283826022	22373.7072965966	18307.7721229264	10486.6279147885	19422.030310926	25771.4156115431	22850.0342689494	16488.8501957636	24671.3003477703	47957.4351254052	26111.7328956267	25902.4576469171	20877.4728904679	91171.6966196619	25095.4133884837	22298.8547135597	8573.83863952819	18431.8228847616	15089.4467924146	20539.8192015574	2426.88395583949	13167.748251823	124435.486511692	6163.63542159441	0	25294.3715855722	20161.9491412082	25193.7081348631	24306.8395826954	12299.2757462336	2850.36135730581	25492.2237044358	64030.0536165055	6601.82498967983	14630.7659469075	24564.9925630832	12243.3042613549	14269.2878078799	23294.2640284208	17437.6327415577	14670.2577959512	22956.1394454173	9716.60067601376	48373.5587646148	75520.2156974217	24490.9271210472	24526.2727189754	11725.9233232659	23616.760375895	25461.6317185791	20533.4115332954	15067.4574544023	5375.90461618632	15361.5255780328	25098.6956677766	18050.3164751111	44481.5095010949	32776.1841344359	48453.6518613682	6449.82138918074	22175.1301956794	22749.291716696	7557.27076830283	21972.4505385469	21981.7834199644	23051.0499084821
127	276.407552156031	9778.61068105621	12849.1889883889	5726.33563256449	22372.7821546181	20971.8010068467	6296.7962098903	68633.4384388203	65815.7842628623	16413.8110429601	36775.5168136902	46970.0640651078	1167.38906858187	21931.894096734	16680.5585402288	62376.5888420701	7952.05120015515	538.944790127482	5609.78439388618	4532.93747666271	9800.18433920165	13995.7750776995	17828.52445238	91209.33177375	16124.7951112048	102.308233621086	710.836678382125	1256.83407346484	1590.34460867239	64481.9614250718	5539.6887652973	510.744794284669	712.069063207901	23046.0410948509	9596.9392933488	11716.4088909813	228.938408262523	820.495003099416	4653.70730508962	14683.6972028202	1574.54291286216	24012.3283599562	46830.4832941702	34902.6024188264	75410.262391959	11496.2011597745	9474.37064609923	9223.81483251673	6773.75704771321	38297.1415335183	114.402504828833	26933.4364600315	7112.93144831612	62903.3028689907	56438.4415171275	17140.9817074298	327.801874782789	6208.72017959865	59864.6382403605	1967.23739913503	40023.1044134769	12621.0025129808	6134.59953055889	199.032504045612	70.8443614944447	5405.78994005501	248.206759913316	25735.6074084763	58795.8426188611	3330.53235609564	7931.3016753662	18049.6267679664	12663.3397521568	68993.6274191449	43465.0329547647	52240.6048027573	8244.54079320236	58852.6102267785	9168.47861040448	21703.4226738626	1265.01787536778	1057.37568063579	87515.3610330146	1556.1978318253	2838.43959844137	21150.0265304531	18023.0496089894	1263.49417432593	732.461777311432	32165.7238580743	24057.2256418501	145565.001037327	11393.1524875739	165.119126693427	356.399429791288	22667.6986315893	11853.8866214232	574.474590483436	35716.625658141	2183.42193283336	17224.5468562875	3204.097386958	2924.50263154077	7056.11340285855	14811.6042806458	5873.57412908358	482.537099897798	2538.29880082087	8942.00837862129	675.741764450165	70103.0999666685	47795.480670015	612.453399224971	4419.32141672603	112176.455117272	50361.8433061634	3129.34043453604	16796.6791368115	6863.79358545825	10219.7701500191	4774.89133520335	25013.2471441323	35737.603183225	149638.741052007	19130.7989494311	25294.3715855722	0	5243.00181320036	50458.8033311962	988.925570561865	13009.3950924792	22796.540788218	243.685850134052	88975.8271440154	30295.1706387178	37558.2330024562	893.639192291833	13272.4064437631	38118.9707000158	45686.9219507885	7960.7711048756	10830.136989664	2338.5638754016	15810.9318636857	69781.1668390624	96687.9685360073	822.814311777977	793.815522999869	13663.9134758068	3244.4976883778	174.876232423582	4955.60073382744	10257.8892433039	20547.6022955694	9934.43249524937	204.353505801426	7276.98709383064	69522.0047708901	54612.2900052858	71470.1546307462	20455.7315713551	3165.9581500533	3047.14364477438	20999.8170186155	3403.51703541107	3392.11225051753	2243.71358746065
128	5029.08492680328	4822.46651222749	7977.11764060874	545.887350202504	17135.1784524021	15769.6753563498	1391.67492608327	63625.6756828501	60706.4278155151	11453.9827983739	31779.6697054993	41793.8631192933	4217.76553652655	16849.4208717095	11704.5760973362	57265.4200298817	2777.56187773858	4722.53813872312	1717.35492267744	1550.02456614941	4715.01223047783	8870.77625567984	12599.5861351475	86084.3574317741	11030.3933940625	5167.93736437576	5949.88085390512	4135.56943488775	3666.07163120296	59420.2854750753	476.860834025796	5715.54210232454	4543.16357777754	17804.595847992	4508.01696744564	6505.6777205163	5067.63880281318	6025.25114552636	784.468873824832	9447.10699478358	3700.79318115275	18770.337367962	41636.9663996697	29659.8165583879	70440.3874022078	6367.51312684596	4354.70806178018	4785.98004859564	2060.65246770693	33119.7301719987	5233.69784521422	21695.2397451197	2066.53541548275	57840.0397257188	51341.7036479865	11930.0876960966	4981.30911192586	1494.10205742446	54728.859476157	3343.09820406162	34845.586047984	7379.13494024424	1527.91755609464	5331.65740709835	5219.33764502526	635.325510882239	5057.51344992994	20513.8435747884	53685.9549690709	2447.78840125803	3214.18370414636	13059.1720162795	7774.14037808826	63871.9151840106	38337.148320949	47083.4192622319	3031.86786076028	53844.0615419225	4297.09060507481	16589.0024989248	4040.64010003366	4386.02955719128	82330.9354657092	3861.27690308962	2858.95737337544	15917.6088850445	12826.9831381101	3990.04045000382	5948.84721267724	27089.6482605728	18844.2203805629	140475.865972867	6428.09152459387	5302.5816953736	5582.60463102424	17577.707460967	6611.02388416499	4713.3303508595	30476.9174801904	3231.08182873786	12062.4805755468	2259.07015623193	2479.55552741929	2577.23103808461	9683.50470352662	1276.42444788209	5704.03418958898	3142.83091059704	3710.81760522155	4690.16834453851	65003.7158838527	42670.2264504042	5837.12975770912	1220.70986561099	107251.177589055	45255.2545172381	2802.65382279804	11616.044524335	2005.88836138339	5083.68025725458	1407.47791851635	19795.7048884797	30516.7180275069	144426.392904429	14008.2787934968	20161.9491412082	5243.00181320036	0	45353.2259009115	4265.29068716307	7967.42116748645	17607.7558772232	5457.10205012188	83738.0617938724	25054.7290165998	32333.2330270669	4443.64771887291	8043.70687972902	32877.2677393988	40510.2670419542	3398.77640677086	5593.53208738053	2982.70327583329	10591.575325827	64748.0013561692	91726.2477166082	4494.50550207942	4535.20870407918	8709.40823680538	3745.94648816854	5409.34853388095	455.515430278956	5320.46356142437	15323.3089327302	4898.51239653428	5061.34948431081	2600.7101284286	64293.1240819507	49501.3274720745	66303.2134015388	15213.0567977387	2501.47608512343	2631.72614752287	15783.808053153	2451.84777563553	2455.88761899056	3065.88900074495
129	50210.9085696558	40681.2252702207	37660.4104796963	44832.4546945328	28715.0942065918	29700.1919555001	44174.6216770557	34621.1476625695	29185.2454152861	34083.7591953786	25428.3450030265	4766.88391113337	49321.7315003505	31918.3098470914	33808.8422019595	26843.2255799092	42577.4191108151	49922.5219519131	44876.8331291151	45936.9569272993	40672.9450067323	36486.1409575213	33671.9811178061	40757.2812375204	34339.195183842	50376.3385713825	51164.3040693249	49232.604636617	48880.3250807771	30031.4801677229	44987.2391449586	50955.4456541824	49758.6407418696	28224.5025944342	40878.2101566878	38880.9302954846	50315.9465348865	51272.1886226485	45838.872271723	36101.2540420936	48888.0829429411	27360.3638253637	17143.2204283695	18032.7381937378	40820.0728709486	38991.6474786887	41013.9918015222	41392.1985828489	43686.09024167	12549.516563004	50424.4363442909	24435.454536545	43368.2725462328	28963.0153099988	24173.9307563035	33521.2241141257	50158.6975396037	44251.3680992552	24295.6455538473	48491.9228184905	19340.5515353458	38180.363281429	44324.2864457649	50579.2083448657	50426.6969158104	45084.9079585163	50272.8797965419	25211.400790176	24817.5677927418	47168.5555379806	42542.7640526147	32439.2378689434	37834.8845055636	30992.0476532018	20475.7478581478	19913.4550862744	42328.150232264	28425.3834797723	41297.7093635067	28766.1649766913	49196.077854301	49713.3028187839	37367.252033894	48932.0522980785	47672.5713513954	29784.6139313245	32588.4246417777	49209.6435760557	51186.7499250061	18302.40876954	26745.3368983683	102676.449800687	39070.5714094622	50482.142217577	50812.1487956976	27791.8032632525	38970.8161122154	49894.7695062441	18125.3548359596	48285.5387361337	33299.0010140628	47601.6006711271	47535.3821998145	43432.7045604896	35671.740912544	44586.2894515377	50937.3120860883	47987.9363023727	41682.1112646301	49826.5882675382	32677.0718392525	20520.1997283192	51067.5231091183	46044.2426687251	74370.3978134573	107.229369940226	47425.8422993227	33762.0943033555	43596.8598489399	40275.6160267475	45690.3782800031	25859.6752263915	19478.7887600632	99650.2797095416	31345.8385090146	25193.7081348631	50458.8033311962	45353.2259009115	0	49473.4725743605	37449.5636316084	27833.9928669224	50652.8773804137	40252.3018822736	21482.113949416	18126.151905878	49744.5394478195	37417.2106639281	16084.5177775987	18146.6595503354	42545.4879829956	39856.0827226061	48121.1232857868	34871.8326122324	34674.5273989692	59255.5776502037	49649.6078740093	49683.9584480612	36815.1483862372	48797.7357161602	50625.5779505896	45726.7396043703	40205.393331039	30271.3843708451	40527.5553118986	50261.3433919205	43191.1217788679	20958.4722199507	22823.0116352139	30962.5617095047	30833.7981343723	47320.1015296037	47942.9329694238	31070.7348683702	47108.2798206265	47117.9210647334	48216.7013284079
130	764.215241713136	8794.78186324141	11873.9765852098	4742.69929922707	21388.7440621333	19983.4452905454	5308.41553896578	67733.325049769	64888.4116882765	15435.1758799503	35875.1142290702	45981.4222496941	375.602030227622	21006.2855726127	15700.9049579917	61448.5729745026	6964.14385965712	459.633615955868	4639.43302014852	3558.10805639739	8812.09016374662	13007.5911382076	16859.7413916406	90223.1304272499	15138.0333957515	910.284603907542	1698.88114374007	425.740943271584	604.084980224913	63567.5895185143	4553.48821308395	1484.57775908767	298.633125720804	22064.1064580891	8608.72794301096	10729.1907801671	847.826363905566	1799.62192801093	3665.44196889452	13699.7984208852	588.02411637997	23030.9090113202	45876.6897521231	33923.1292789595	74520.0739755597	10507.6763058305	8485.70789912859	8269.36358893476	5790.50194011231	37308.4284599696	970.029511063109	25949.4757642316	6124.16673393205	61988.4303590167	55514.190605531	16153.1788343313	716.81540774301	5222.49836478885	58929.4582145557	983.664661807513	39074.3559142385	11639.9774923083	5150.06700308086	1108.58372299474	961.331674813641	4417.17399864816	815.341840647903	24748.3506178897	57868.0462792685	2379.47423011424	6953.51826946459	17069.5411594942	11686.734089699	68062.8212184719	42531.3052857435	51298.7422318289	7258.51883162888	57951.7006892646	8187.39884760586	20716.4500270518	318.286195113769	702.664632270932	86526.6541311334	658.619325643509	1903.21271850755	20164.573833738	17034.5391969748	287.17277261839	1714.85834387437	31181.7412544478	23069.2806745946	144644.651502839	10410.6694618283	1037.49679908475	1339.98385558268	21682.0382756327	10874.9908295594	455.036961746577	34741.8676261958	1221.08727570509	16235.8436017384	2311.24255761076	1941.96143347676	6083.42068040488	13823.4593161649	4887.37225986817	1464.99041961221	1624.13688229362	7957.91658106707	475.401789717568	69178.6686142364	46862.7851643035	1596.64121583752	3432.64825511344	111298.692880986	49376.4389376845	2214.32304383178	15807.898578622	5877.26186393139	9231.07419452844	3796.88002610916	24025.6459922078	34773.1486910574	148650.40158476	18143.2732741274	24306.8395826954	988.925570561865	4265.29068716307	49473.4725743605	0	12024.1559183587	21807.7614828427	1198.12746757411	87991.2836792051	29312.2685982247	36591.9964324497	524.833069863383	12286.9073456849	37142.1181044721	44738.7093583597	6990.81654271437	9846.76970575179	1352.97182384228	14823.8945717379	68874.5498595912	95800.6515828415	287.38966462511	328.584505281535	12683.9278722414	2762.90116302894	1156.69638535308	3992.42845055209	9275.5053674719	19560.8779762083	8947.61998274774	798.724805271225	6297.64834420137	68535.3388310537	53683.9991386674	70525.7484331582	19477.0509303784	2208.40837945441	2230.05794757794	20036.5631332405	2458.11617278128	2446.48427226591	1257.1538626773
131	12762.1962400417	3234.43707571778	1023.79431061344	7437.76139040206	9835.56081005157	8159.08452525976	6732.7066569925	57590.6154304115	54279.8357130451	3508.27769507743	26126.7892989005	33999.1091998681	11874.8794771381	11494.3574907083	3746.87257301932	50845.9849227886	5204.5087081299	12473.377854527	7444.10122792985	8492.53443545172	3252.4259780628	1176.65611987719	6391.49205611126	78200.766370567	3127.88025891515	12927.2629491749	13715.3012283686	11785.8587716334	11432.0500503288	53199.41997943	7572.42993582091	13506.6381901394	12309.9225660124	10592.9974165536	3459.63691714094	2094.15356770011	12867.2663139499	13823.1058077931	8402.07914338271	2957.90968731862	11439.0950398185	11557.0208428365	34866.2933232434	22371.4477227013	64510.1066314117	1687.42228002095	3618.71448803147	4211.46874618714	6237.57395680048	25334.8752323069	12975.5118512699	14316.2053134396	5936.83151998325	51620.7788269763	45018.2260827743	4527.75541653919	12710.0234739096	6802.24789065268	48206.9885827423	11042.5653323703	28241.4310659839	2601.66517984156	6874.8726404769	13130.4346882814	12977.6331286906	7650.62285884112	12824.7194905386	12965.7383480849	47290.2458994582	9730.30682355678	5112.5616895925	5093.08299995636	959.963132451797	57378.1862607559	31974.7541128918	40494.2064638775	5013.65501914521	47861.3709144163	3862.4521585962	8702.26719287055	11746.9703047921	12279.70167676	74544.540455216	11485.7908469939	10234.8294215716	8566.90309030853	5255.97398027172	11761.1482150577	13737.4573444894	19159.1985057048	11254.1128432429	133995.013281579	1648.93423041134	13033.6927680616	13362.8414922625	9658.56490114689	2924.69793194291	12446.1061929246	23322.8981543556	10838.0665678842	4339.5772683779	10226.0257964123	10085.9430322768	6011.05636321752	1915.77065995791	7137.12899262379	13488.0518644919	10551.5248730221	4475.73841788518	12379.1763497056	58603.6967798024	36278.009079199	13618.3944858334	8596.81769719341	101369.908875058	37352.5753157262	10000.1008696524	4002.96669463204	6148.28799551369	2917.47759791456	8244.1363834007	12225.0297455716	23624.8053898221	136715.453266252	6142.97502129239	12299.2757462336	13009.3950924792	7967.42116748645	37449.5636316084	12024.1559183587	0	9907.88799958004	13204.5751116969	76194.3428004525	17684.5478775187	25378.0614250596	12302.7900834187	2105.51758709244	25643.8521117896	33856.3091069186	5153.27056106659	3055.25768096753	10671.8726407943	3432.34298158302	58613.5784511255	85758.6872463877	12201.0119504217	12235.7553279041	913.052294291576	11595.1826496898	13176.3029140027	8370.49929740023	2769.55426564156	7893.38103483616	3084.63538630491	12812.1557676468	5751.16518768154	56682.1591296875	43125.533440103	59582.1715037915	8265.09846051455	9877.80177053017	10594.3882283709	9421.65125155883	9673.38690626677	9682.82363143337	10767.5192451135
132	22560.5942506299	13108.6467278875	10352.4085414082	17098.4070936025	2015.16773798665	1872.2334915223	16504.4040836513	48650.9482131347	45006.8595616242	6989.81367125683	18321.1361630855	24186.8657996098	21690.1977385203	7678.0001358109	6699.6729972108	41599.3007913221	14850.5844675143	22263.0131579793	17312.4788931793	18333.3912242904	13012.2157568144	8833.02824259294	6234.88222497693	68510.3200945392	6806.58013928842	22716.463579821	23506.3837838103	21601.9427382868	21207.6625780217	44116.7688925651	17268.8234762124	23284.607755301	22091.6405606108	2453.86076907391	13212.2199323959	11103.8939014203	22638.6047333335	23599.3941814215	18144.9063850529	8268.36276423574	21224.626202179	2865.15013664419	25435.2042989371	12623.3017733256	55625.7962224652	11309.9581490433	13325.5161220911	14076.9280942691	16076.7060089953	15513.17792574	22772.2706342946	4682.35950396094	15685.3956888849	42550.9922274338	35905.7584516158	5697.43796945415	22509.6992305737	16611.2818764203	38887.4147096379	20836.6102278471	19093.6681581382	10350.1631733031	16698.2138462338	22903.3002594216	22767.5684766926	17391.3943142515	22608.6604539868	3144.88422025005	38090.1877296692	19578.798397856	14997.4037912604	5502.12090018224	10487.5285261591	48033.5615822544	23014.2301844098	31174.2677048955	14576.3099559411	39056.4460127561	13750.2777919131	1853.55463939486	21546.5287619994	21991.2826686647	64724.5190551858	21305.2272693138	20081.5916421372	2276.56491497949	4781.83366563311	21537.2658565076	23517.9715538021	9794.3004625763	1465.37933905639	124531.736370504	11556.2910014224	22834.7066760179	23145.6752610696	1967.65309750248	11140.6242467527	22241.9782962358	13683.1534243228	20653.1651294609	5587.08315826186	19835.2596519487	19888.9465962071	15897.7820829266	8023.56332658862	16944.7112261121	23269.655908517	20399.3693801882	13906.1168288635	22189.7135535715	49331.7870915089	27203.5672430739	23401.7183601642	18389.0533875727	92403.8212924384	27734.1678519455	19864.3352525883	5999.99726504567	15957.6487139692	12579.2422517636	18080.618126697	2405.40063378224	14264.9259335231	126848.195695197	3854.79608574392	2850.36135730581	22796.540788218	17607.7558772232	27833.9928669224	21807.7614828427	9907.88799958004	0	22999.6770950522	66286.8000449804	7935.94698562077	15904.3360187588	22039.0480566199	9601.11099367614	15905.8343328408	24549.9830363485	15056.8751396017	12051.8548746379	20464.1027149874	7047.20566313738	49575.3865510721	76756.8610187478	22004.5034705297	22041.4073177256	9447.60128044856	20975.1345760774	22963.8585306612	17961.3130727807	12664.9273282953	2534.73118986785	12904.257620646	22604.2962980885	15619.4701893858	46779.4179955447	33981.3750924843	50053.032376698	3668.41021197648	19717.2544902823	20160.9376151645	5001.66204844838	19527.4679839593	19536.8188197027	20557.3640911123
133	448.373545160729	9972.69269049237	13035.5392421811	5935.72440997914	22582.7518539506	21176.564542723	6498.65123399549	68854.1994045017	66036.1007833218	16602.1867229993	36996.397611019	47170.7487138905	1345.82220507267	22152.5110032435	16869.9219468721	62596.8815878235	8158.83004233246	739.167500807496	5795.41769719836	4722.23283392272	10000.3973961094	14195.2049463034	18044.4107607437	91404.4112664956	16321.6716034541	292.876596310915	517.1372244278	1435.86232131698	1797.10044642907	64702.6473520194	5748.96260245901	354.358827242168	914.621648005338	23257.290992757	9797.48506792545	11923.7182451989	445.747386731294	650.084132760266	4859.77180786871	14893.9765604645	1776.00171765432	24223.8560250414	47048.7952660899	35114.951642212	75630.9014885913	11697.2641227672	9676.54346265006	9399.26618907029	6968.21174840113	38497.9325096311	254.57439820654	27143.4111482552	7315.68055461084	63123.9880026269	56658.9032414481	17346.8840315743	502.183187248991	6406.63638571581	60084.5797260039	2166.20597648413	40242.0282060121	12832.9979903199	6330.34349677979	270.466507476742	243.00922570507	5611.2740672289	410.27304661381	25942.503868326	59016.1605178606	3510.47836418976	8120.63350077375	18239.215787345	12850.6133505024	69213.7791068529	43685.1138341795	52460.108499916	8453.56305399616	59073.4081225141	9360.04951542577	21900.3009719577	1460.65602593873	1274.6263687842	87716.4121299809	1737.491942875	3013.6805348278	21358.9393154806	18227.5525590136	1471.5299153149	561.878145449112	32358.4327110243	24263.0333597796	145785.465719667	11585.64187924	208.145534022072	222.70663862779	22862.647501292	12066.8870521403	759.238636032469	35930.7196842448	2370.56827563444	17426.0736012894	3426.6634399466	3122.42094551648	7242.3976791913	15011.2832942054	6071.34868803885	325.903880342383	2709.6327720281	9152.04809816421	845.394956350121	70323.5160292614	48015.5964287971	433.776273876036	4616.70337416213	112396.753481581	50556.010630223	3296.39478530038	16999.8480375071	7061.6516870111	10422.2902370139	4966.32635546638	25219.61007288	35954.2928410557	149843.118066491	19328.846821997	25492.2237044358	243.685850134052	5457.10205012188	50652.8773804137	1198.12746757411	13204.5751116969	22999.6770950522	0	89185.1114878276	30505.7801002117	37774.5506313439	1119.66771668106	13481.1882376971	38332.3505152473	45905.8768415706	8145.2951324744	11040.888697695	2538.2599268878	16018.2651949614	70001.9233084268	96908.5170176726	1010.75987944165	975.611143790849	13853.8046846064	3440.51165628021	125.815702076048	5173.42479573359	10450.4172994883	20755.1771211747	10131.459878846	404.360030171133	7467.97028962131	69729.33117198	54832.5979161109	71689.3990158106	20668.5627012244	3349.72187132338	3269.66019452583	21216.7847152778	3581.90619489121	3569.7353087838	2443.97828552365
134	88752.0111929708	79388.3182569031	76597.5554568959	83250.0623413521	66603.2800057633	68062.948013609	82724.6668866404	32840.28591288	30465.6107714595	73095.3261561839	55444.110190848	42581.1946034396	87901.8642256781	68008.5096220538	72806.9697749499	32759.4803457492	81036.0007003595	88448.5367465201	83579.8754418909	84580.9760463321	79263.7556382775	75111.3635722737	71266.188040246	14906.3473269691	73083.9306890132	88898.2975170787	89684.4644427947	87815.0544873515	87389.0576351044	33110.0811807967	83438.4553394556	89451.5416281112	88271.4198060014	65937.907239319	79459.4227396034	77270.2408560252	88804.4849626761	89762.4054568523	84331.8828075948	74292.3451703393	87414.3667023149	64975.6784084261	43575.1716910003	54126.5014574546	31965.4228621205	77562.6974579368	79558.3390268519	80345.5883361434	82333.4592071596	51043.0005124973	88960.6434671786	62042.8771422509	81903.0464818317	34050.529611742	37639.9810148614	71860.6768687841	88702.6598304333	82850.1244706616	33796.3456060894	87036.1167570446	50240.5572180425	76360.619546369	82943.8601295385	89068.4660400221	88949.7335029289	83585.5771216181	88786.5769111582	63265.8725976008	35449.7866425542	85826.4084080268	81276.6481854216	71474.5505084511	76745.0112453928	27916.2857832161	47869.0013293358	39517.958491105	80733.7237263038	38328.4052978092	80032.4782349091	67598.0512283825	87745.660795373	88109.1296018375	9144.43385435558	87522.8609588693	86326.2215952347	67827.9331682527	71008.5095562274	87716.7486516718	89685.8588413454	57701.6839684223	64963.1491006365	64933.484592107	77842.9533280573	89026.8059068821	89318.3835055983	66745.9898801149	77135.0685649298	88433.2633159131	53423.8052205982	86870.868071602	71867.4310544613	85901.5380108426	86102.0875821597	82176.735150386	74306.089491719	83180.4921681159	89440.3409396155	86643.2869529629	80033.8618595497	88394.3547200298	28309.3750333787	44102.1564336482	89573.0836336379	84605.0823606578	44640.874847715	40325.9779019805	86122.2199413428	72255.0022375152	82201.1731048206	78812.9189810912	84326.6013562173	63997.682527903	53715.9985818825	61102.2969639492	70085.6093494534	64030.0536165055	88975.8271440154	83738.0617938724	40252.3018822736	87991.2836792051	76194.3428004525	66286.8000449804	89185.1114878276	0	58685.931016057	51874.10828004	88178.6758112372	75705.0323783977	50981.2497204799	44981.7512499018	81342.5580529147	78146.1123940326	86664.6828615762	73176.6569849514	31321.4775216121	34312.1799681537	88204.1415126934	88242.6314267563	75703.3775651925	86821.1921582521	89142.5578630941	84053.193614935	78949.9018909288	68440.3605164991	79171.8735559594	88789.6088043078	81891.0808353023	19574.2851590923	38703.2882390969	24004.4082475781	68549.595986158	85957.8649314025	86186.7400512409	68207.4144280991	85779.57573086	85788.5032083885	86755.50995161
135	30074.1155362367	20808.019272387	18217.0210323638	24570.2989873213	7928.24258581833	9542.16307133328	24066.5451742299	40940.8309862365	37149.7205361815	14922.8612168424	12258.9160022765	17308.3421170681	29230.7910854277	10454.7838678864	14633.5212164941	33758.1272831534	22367.9063418383	29769.6491581797	24958.3502614439	25935.6745980946	20639.5892965632	16555.521195253	12634.1199350949	61633.8009046337	14654.1202907663	30218.3050361444	31003.1588756806	29144.6074594298	28710.2724291155	36345.4790969527	24761.6093947869	30768.902766161	29591.6792993914	7252.1062669962	20830.4312397625	18607.6417007465	30121.8939320633	31079.0160695413	25658.0989547707	15613.5185521118	28737.4627033681	6291.35896450185	17554.0794403442	4696.37561929114	47928.2087452557	18948.4135162881	20917.5865297342	21891.6999099538	23702.9223122669	8976.02396366905	30281.8077554206	3374.75925507205	23245.6916657576	34790.2138604004	28144.3693469014	13235.8932670819	30025.1477493381	24202.6856918911	31021.1907763105	28362.1803842473	11467.1120062718	17675.9899565932	24301.3059990868	30385.6819612631	30269.7567823016	24915.0757281728	30106.4048734858	4791.20021011031	30277.4540630341	27178.3189716347	22686.7498036758	13426.8141487773	18338.3176204763	40147.7941098944	15469.1006643288	23324.884651044	22058.7459962313	31460.3445845334	21456.9447187832	9586.73091477805	29070.7445509365	29423.3525569105	57538.5138070843	28854.5737794861	27674.8559994653	9171.27390819406	12432.9125300108	29037.3065862449	31003.065369204	6634.22897385011	6495.31849517832	116603.906574154	19318.538576531	30348.7557695227	30636.4545466966	9037.64511637757	18449.3363951006	29755.7923654039	5761.14606880774	28203.7020278687	13352.1096959629	27216.2376669236	27434.0954886418	23582.1468301723	15770.865360997	24530.1260709647	30758.0639592165	27990.8765403938	21354.6640618397	29720.3299084543	41469.9390905089	19517.0762448832	30890.883940353	25941.5529347914	84628.9538406903	21377.603577226	27482.8200519429	13688.2192962994	23559.0623574177	20175.8792510271	25680.6244672586	5533.9949122497	6567.07427928348	119460.515203025	11776.6423144255	6601.82498967983	30295.1706387178	25054.7290165998	21482.113949416	29312.2685982247	17684.5478775187	7935.94698562077	30505.7801002117	58685.931016057	0	8061.59613509109	29493.764391239	17032.9706923668	7978.56589698125	16736.6940022257	22780.5976781077	19465.593762215	27991.5761541977	14525.5517278165	41813.6386001311	68977.3780151501	29528.8471978904	29567.7896903149	17307.7017444234	28170.7945980925	30461.7356003346	25367.4213461287	20393.1606261818	9812.46718870806	20567.9750125374	30110.3064785691	23281.9214931582	39275.6692853466	26210.5693488084	42122.6782587655	9871.69239834144	27304.3665457606	27504.3750573275	9735.84953539266	27135.2299640384	27143.8468487371	28081.5537395819
