# Cluster-median assignment
# Andreu Meca and Jan Leyva

# Number of points
param m := 73;

# Matrix of Euclidean distances
param d : 	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73 :=
54	3229.0000 	1182.5882 	1014.8462 	1620.8571 	1409.2917 	907.9000 	514.0625 	2141.3103 	2830.0417 	5210.1333 	3956.0952 	1650.0909 	977.2222 	7178.7429 	4857.1250 	454.3846 	6117.6154 	13522.1429 	8730.6000 	15085.0000 	3161.9500 	12497.7742 	2419.0000 	7872.1379 	3171.8333 	2163.4500 	11155.7500 	2852.6176 	4422.7600 	7461.1053 	3676.8571 	1262.4615 	1322.0000 	640.5833 	1727.9200 	2105.1053 	4664.1000 	11897.8889 	5292.7273 	311.3333 	3250.2308 	1089.5714 	5871.3333 	1132.4000 	1727.6400 	869.3810 	2188.5909 	977.8750 	889.0000 	1092.4500 	4395.1429 	30.6000 	635.1579 	0.0000 	2987.7500 	2666.9000 	1902.3846 	983.2500 	3666.0000 	737.3889 	1491.7619 	1977.8571 	657.0000 	1797.9500 	2954.1250 	4475.5000 	92.6000 	3596.7000 	4122.6000 	4250.2000 	5053.0000 	5365.3333 	4590.0000 
55	6216.7500 	4170.3382 	1972.9038 	1366.8929 	4397.0417 	2079.8500 	2473.6875 	846.4397 	157.7083 	2222.3833 	6943.8452 	4637.8409 	3964.9722 	4190.9929 	1869.3750 	3442.1346 	3129.8654 	10534.3929 	5742.8500 	12097.2500 	174.2000 	9510.0242 	568.7500 	4884.3879 	184.0833 	824.3000 	8168.0000 	135.1324 	1435.0100 	4473.3553 	689.1071 	1725.2885 	1665.7500 	2347.1667 	1259.8300 	882.6447 	1676.3500 	8910.1389 	2304.9773 	2676.4167 	6237.9808 	1898.1786 	2883.5833 	1855.3500 	1260.1100 	3857.1310 	5176.3409 	3965.6250 	2098.7500 	1895.3000 	1407.3929 	3018.3500 	2352.5921 	2987.7500 	0.0000 	5654.6500 	1085.3654 	2004.5000 	6653.7500 	3725.1389 	1495.9881 	4965.6071 	2330.7500 	4785.7000 	5941.8750 	7463.2500 	3080.3500 	6584.4500 	7110.3500 	7237.9500 	8040.7500 	8353.0833 	7577.7500 
56	562.1000 	1484.3118 	3681.7462 	4287.7571 	1257.6083 	3574.8000 	3180.9625 	4808.2103 	5496.9417 	7877.0333 	1289.1952 	1016.8091 	1689.6778 	9845.6429 	7524.0250 	2212.5154 	8784.5154 	16189.0429 	11397.5000 	17751.9000 	5828.8500 	15164.6742 	5085.9000 	10539.0379 	5838.7333 	4830.3500 	13822.6500 	5519.5176 	7089.6600 	10128.0053 	6343.7571 	3929.3615 	3988.9000 	3307.4833 	4394.8200 	4772.0053 	7331.0000 	14564.7889 	7959.6273 	2978.2333 	583.3308 	3756.4714 	8538.2333 	3799.3000 	4394.5400 	1797.5190 	478.3091 	1689.0250 	3555.9000 	3759.3500 	7062.0429 	2636.3000 	3302.0579 	2666.9000 	5654.6500 	0.0000 	4569.2846 	3650.1500 	999.1000 	1929.5111 	4158.6619 	689.0429 	3323.9000 	868.9500 	287.2250 	1808.6000 	2574.3000 	929.8000 	1455.7000 	1583.3000 	2386.1000 	2698.4333 	1923.1000 
57	5131.3846 	3084.9729 	887.5385 	281.5275 	3311.6763 	994.4846 	1388.3221 	238.9257 	927.6571 	3307.7487 	5858.4799 	3552.4755 	2879.6068 	5276.3582 	2954.7404 	2356.7692 	4215.2308 	11619.7582 	6828.2154 	13182.6154 	1259.5654 	10595.3896 	516.6154 	5969.7533 	1269.4487 	261.0654 	9253.3654 	950.2330 	2520.3754 	5558.7206 	1774.4725 	639.9231 	580.3846 	1261.8013 	174.4646 	202.7206 	2761.7154 	9995.5043 	3390.3427 	1591.0513 	5152.6154 	812.8132 	3968.9487 	769.9846 	174.7446 	2771.7656 	4090.9755 	2880.2596 	1013.3846 	809.9346 	2492.7582 	1932.9846 	1267.2267 	1902.3846 	1085.3654 	4569.2846 	0.0000 	919.1346 	5568.3846 	2639.7735 	410.6227 	3880.2418 	1245.3846 	3700.3346 	4856.5096 	6377.8846 	1994.9846 	5499.0846 	6024.9846 	6152.5846 	6955.3846 	7267.7179 	6492.3846 
58	4212.2500 	2165.8382 	31.5962 	637.6071 	2392.5417 	75.3500 	469.1875 	1158.0603 	1846.7917 	4226.8833 	4939.3452 	2633.3409 	1960.4722 	6195.4929 	3873.8750 	1437.6346 	5134.3654 	12538.8929 	7747.3500 	14101.7500 	2178.7000 	11514.5242 	1435.7500 	6888.8879 	2188.5833 	1180.2000 	10172.5000 	1869.3676 	3439.5100 	6477.8553 	2693.6071 	279.2115 	338.7500 	342.6667 	744.6700 	1121.8553 	3680.8500 	10914.6389 	4309.4773 	671.9167 	4233.4808 	106.3214 	4888.0833 	149.1500 	744.3900 	1852.6310 	3171.8409 	1961.1250 	94.2500 	109.2000 	3411.8929 	1013.8500 	348.0921 	983.2500 	2004.5000 	3650.1500 	919.1346 	0.0000 	4649.2500 	1720.6389 	508.5119 	2961.1071 	326.2500 	2781.2000 	3937.3750 	5458.7500 	1075.8500 	4579.9500 	5105.8500 	5233.4500 	6036.2500 	6348.5833 	5573.2500 
59	437.0000 	2483.4118 	4680.8462 	5286.8571 	2256.7083 	4573.9000 	4180.0625 	5807.3103 	6496.0417 	8876.1333 	290.0952 	2015.9091 	2688.7778 	10844.7429 	8523.1250 	3211.6154 	9783.6154 	17188.1429 	12396.6000 	18751.0000 	6827.9500 	16163.7742 	6085.0000 	11538.1379 	6837.8333 	5829.4500 	14821.7500 	6518.6176 	8088.7600 	11127.1053 	7342.8571 	4928.4615 	4988.0000 	4306.5833 	5393.9200 	5771.1053 	8330.1000 	15563.8889 	8958.7273 	3977.3333 	415.7692 	4755.5714 	9537.3333 	4798.4000 	5393.6400 	2796.6190 	1477.4091 	2688.1250 	4555.0000 	4758.4500 	8061.1429 	3635.4000 	4301.1579 	3666.0000 	6653.7500 	999.1000 	5568.3846 	4649.2500 	0.0000 	2928.6111 	5157.7619 	1688.1429 	4323.0000 	1868.0500 	711.8750 	809.5000 	3573.4000 	69.3000 	456.6000 	584.2000 	1387.0000 	1699.3333 	924.0000 
60	2491.6111 	445.1994 	1752.2350 	2358.2460 	671.9028 	1645.2889 	1251.4514 	2878.6992 	3567.4306 	5947.5222 	3218.7064 	912.7020 	239.8333 	7916.1317 	5594.5139 	283.0043 	6855.0043 	14259.5318 	9467.9889 	15822.3889 	3899.3389 	13235.1631 	3156.3889 	8609.5268 	3909.2222 	2900.8389 	11893.1389 	3590.0065 	5160.1489 	8198.4942 	4414.2460 	1999.8504 	2059.3889 	1377.9722 	2465.3089 	2842.4942 	5401.4889 	12635.2778 	6030.1162 	1048.7222 	2512.8419 	1826.9603 	6608.7222 	1869.7889 	2465.0289 	131.9921 	1451.2020 	240.4861 	1626.3889 	1829.8389 	5132.5317 	706.7889 	1372.5468 	737.3889 	3725.1389 	1929.5111 	2639.7735 	1720.6389 	2928.6111 	0.0000 	2229.1508 	1240.4683 	1394.3889 	1060.5611 	2216.7361 	3738.1111 	644.7889 	2859.3111 	3385.2111 	3512.8111 	4315.6111 	4627.9444 	3852.6111 
61	4720.7619 	2674.3501 	476.9158 	129.0953 	2901.0536 	583.8619 	977.6994 	649.5484 	1338.2798 	3718.3714 	5447.8571 	3141.8528 	2468.9841 	5686.9810 	3365.3631 	1946.1465 	4625.8535 	12030.3810 	7238.8381 	13593.2381 	1670.1881 	11006.0123 	927.2381 	6380.3760 	1680.0714 	671.6881 	9663.9881 	1360.8557 	2930.9981 	5969.3434 	2185.0952 	229.3004 	169.7619 	851.1786 	236.1581 	613.3434 	3172.3381 	10406.1270 	3800.9654 	1180.4286 	4741.9927 	402.1905 	4379.5714 	359.3619 	235.8781 	2361.1429 	3680.3528 	2469.6369 	602.7619 	399.3119 	2903.3810 	1522.3619 	856.6040 	1491.7619 	1495.9881 	4158.6619 	410.6227 	508.5119 	5157.7619 	2229.1508 	0.0000 	3469.6190 	834.7619 	3289.7119 	4445.8869 	5967.2619 	1584.3619 	5088.4619 	5614.3619 	5741.9619 	6544.7619 	6857.0952 	6081.7619 
62	1251.1429 	795.2689 	2992.7033 	3598.7143 	568.5655 	2885.7571 	2491.9196 	4119.1675 	4807.8988 	7187.9905 	1978.2381 	327.7662 	1000.6349 	9156.6000 	6834.9821 	1523.4725 	8095.4725 	15500.0000 	10708.4571 	17062.8571 	5139.8071 	14475.6313 	4396.8571 	9849.9951 	5149.6905 	4141.3071 	13133.6071 	4830.4748 	6400.6171 	9438.9624 	5654.7143 	3240.3187 	3299.8571 	2618.4405 	3705.7771 	4082.9624 	6641.9571 	13875.7460 	7270.5844 	2289.1905 	1272.3736 	3067.4286 	7849.1905 	3110.2571 	3705.4971 	1108.4762 	210.7338 	999.9821 	2866.8571 	3070.3071 	6373.0000 	1947.2571 	2613.0150 	1977.8571 	4965.6071 	689.0429 	3880.2418 	2961.1071 	1688.1429 	1240.4683 	3469.6190 	0.0000 	2634.8571 	179.9071 	976.2679 	2497.6429 	1885.2571 	1618.8429 	2144.7429 	2272.3429 	3075.1429 	3387.4762 	2612.1429 
63	3886.0000 	1839.5882 	357.8462 	963.8571 	2066.2917 	250.9000 	142.9375 	1484.3103 	2173.0417 	4553.1333 	4613.0952 	2307.0909 	1634.2222 	6521.7429 	4200.1250 	1111.3846 	5460.6154 	12865.1429 	8073.6000 	14428.0000 	2504.9500 	11840.7742 	1762.0000 	7215.1379 	2514.8333 	1506.4500 	10498.7500 	2195.6176 	3765.7600 	6804.1053 	3019.8571 	605.4615 	665.0000 	16.4167 	1070.9200 	1448.1053 	4007.1000 	11240.8889 	4635.7273 	345.6667 	3907.2308 	432.5714 	5214.3333 	475.4000 	1070.6400 	1526.3810 	2845.5909 	1634.8750 	232.0000 	435.4500 	3738.1429 	687.6000 	21.8421 	657.0000 	2330.7500 	3323.9000 	1245.3846 	326.2500 	4323.0000 	1394.3889 	834.7619 	2634.8571 	0.0000 	2454.9500 	3611.1250 	5132.5000 	749.6000 	4253.7000 	4779.6000 	4907.2000 	5710.0000 	6022.3333 	5247.0000 
64	1431.0500 	615.3618 	2812.7962 	3418.8071 	388.6583 	2705.8500 	2312.0125 	3939.2603 	4627.9917 	7008.0833 	2158.1452 	147.8591 	820.7278 	8976.6929 	6655.0750 	1343.5654 	7915.5654 	15320.0929 	10528.5500 	16882.9500 	4959.9000 	14295.7242 	4216.9500 	9670.0879 	4969.7833 	3961.4000 	12953.7000 	4650.5676 	6220.7100 	9259.0553 	5474.8071 	3060.4115 	3119.9500 	2438.5333 	3525.8700 	3903.0553 	6462.0500 	13695.8389 	7090.6773 	2109.2833 	1452.2808 	2887.5214 	7669.2833 	2930.3500 	3525.5900 	928.5690 	390.6409 	820.0750 	2686.9500 	2890.4000 	6193.0929 	1767.3500 	2433.1079 	1797.9500 	4785.7000 	868.9500 	3700.3346 	2781.2000 	1868.0500 	1060.5611 	3289.7119 	179.9071 	2454.9500 	0.0000 	1156.1750 	2677.5500 	1705.3500 	1798.7500 	2324.6500 	2452.2500 	3255.0500 	3567.3833 	2792.0500 
65	274.8750 	1771.5368 	3968.9712 	4574.9821 	1544.8333 	3862.0250 	3468.1875 	5095.4353 	5784.1667 	8164.2583 	1001.9702 	1304.0341 	1976.9028 	10132.8679 	7811.2500 	2499.7404 	9071.7404 	16476.2679 	11684.7250 	18039.1250 	6116.0750 	15451.8992 	5373.1250 	10826.2629 	6125.9583 	5117.5750 	14109.8750 	5806.7426 	7376.8850 	10415.2303 	6630.9821 	4216.5865 	4276.1250 	3594.7083 	4682.0450 	5059.2303 	7618.2250 	14852.0139 	8246.8523 	3265.4583 	296.1058 	4043.6964 	8825.4583 	4086.5250 	4681.7650 	2084.7440 	765.5341 	1976.2500 	3843.1250 	4046.5750 	7349.2679 	2923.5250 	3589.2829 	2954.1250 	5941.8750 	287.2250 	4856.5096 	3937.3750 	711.8750 	2216.7361 	4445.8869 	976.2679 	3611.1250 	1156.1750 	0.0000 	1521.3750 	2861.5250 	642.5750 	1168.4750 	1296.0750 	2098.8750 	2411.2083 	1635.8750 
66	1246.5000 	3292.9118 	5490.3462 	6096.3571 	3066.2083 	5383.4000 	4989.5625 	6616.8103 	7305.5417 	9685.6333 	519.4048 	2825.4091 	3498.2778 	11654.2429 	9332.6250 	4021.1154 	10593.1154 	17997.6429 	13206.1000 	19560.5000 	7637.4500 	16973.2742 	6894.5000 	12347.6379 	7647.3333 	6638.9500 	15631.2500 	7328.1176 	8898.2600 	11936.6053 	8152.3571 	5737.9615 	5797.5000 	5116.0833 	6203.4200 	6580.6053 	9139.6000 	16373.3889 	9768.2273 	4786.8333 	1225.2692 	5565.0714 	10346.8333 	5607.9000 	6203.1400 	3606.1190 	2286.9091 	3497.6250 	5364.5000 	5567.9500 	8870.6429 	4444.9000 	5110.6579 	4475.5000 	7463.2500 	1808.6000 	6377.8846 	5458.7500 	809.5000 	3738.1111 	5967.2619 	2497.6429 	5132.5000 	2677.5500 	1521.3750 	0.0000 	4382.9000 	878.8000 	352.9000 	225.3000 	577.5000 	889.8333 	114.5000 
67	3136.4000 	1089.9882 	1107.4462 	1713.4571 	1316.6917 	1000.5000 	606.6625 	2233.9103 	2922.6417 	5302.7333 	3863.4952 	1557.4909 	884.6222 	7271.3429 	4949.7250 	361.7846 	6210.2154 	13614.7429 	8823.2000 	15177.6000 	3254.5500 	12590.3742 	2511.6000 	7964.7379 	3264.4333 	2256.0500 	11248.3500 	2945.2176 	4515.3600 	7553.7053 	3769.4571 	1355.0615 	1414.6000 	733.1833 	1820.5200 	2197.7053 	4756.7000 	11990.4889 	5385.3273 	403.9333 	3157.6308 	1182.1714 	5963.9333 	1225.0000 	1820.2400 	776.7810 	2095.9909 	885.2750 	981.6000 	1185.0500 	4487.7429 	62.0000 	727.7579 	92.6000 	3080.3500 	2574.3000 	1994.9846 	1075.8500 	3573.4000 	644.7889 	1584.3619 	1885.2571 	749.6000 	1705.3500 	2861.5250 	4382.9000 	0.0000 	3504.1000 	4030.0000 	4157.6000 	4960.4000 	5272.7333 	4497.4000 
68	367.7000 	2414.1118 	4611.5462 	5217.5571 	2187.4083 	4504.6000 	4110.7625 	5738.0103 	6426.7417 	8806.8333 	359.3952 	1946.6091 	2619.4778 	10775.4429 	8453.8250 	3142.3154 	9714.3154 	17118.8429 	12327.3000 	18681.7000 	6758.6500 	16094.4742 	6015.7000 	11468.8379 	6768.5333 	5760.1500 	14752.4500 	6449.3176 	8019.4600 	11057.8053 	7273.5571 	4859.1615 	4918.7000 	4237.2833 	5324.6200 	5701.8053 	8260.8000 	15494.5889 	8889.4273 	3908.0333 	346.4692 	4686.2714 	9468.0333 	4729.1000 	5324.3400 	2727.3190 	1408.1091 	2618.8250 	4485.7000 	4689.1500 	7991.8429 	3566.1000 	4231.8579 	3596.7000 	6584.4500 	929.8000 	5499.0846 	4579.9500 	69.3000 	2859.3111 	5088.4619 	1618.8429 	4253.7000 	1798.7500 	642.5750 	878.8000 	3504.1000 	0.0000 	525.9000 	653.5000 	1456.3000 	1768.6333 	993.3000 
69	893.6000 	2940.0118 	5137.4462 	5743.4571 	2713.3083 	5030.5000 	4636.6625 	6263.9103 	6952.6417 	9332.7333 	166.5048 	2472.5091 	3145.3778 	11301.3429 	8979.7250 	3668.2154 	10240.2154 	17644.7429 	12853.2000 	19207.6000 	7284.5500 	16620.3742 	6541.6000 	11994.7379 	7294.4333 	6286.0500 	15278.3500 	6975.2176 	8545.3600 	11583.7053 	7799.4571 	5385.0615 	5444.6000 	4763.1833 	5850.5200 	6227.7053 	8786.7000 	16020.4889 	9415.3273 	4433.9333 	872.3692 	5212.1714 	9993.9333 	5255.0000 	5850.2400 	3253.2190 	1934.0091 	3144.7250 	5011.6000 	5215.0500 	8517.7429 	4092.0000 	4757.7579 	4122.6000 	7110.3500 	1455.7000 	6024.9846 	5105.8500 	456.6000 	3385.2111 	5614.3619 	2144.7429 	4779.6000 	2324.6500 	1168.4750 	352.9000 	4030.0000 	525.9000 	0.0000 	127.6000 	930.4000 	1242.7333 	467.4000 
70	1021.2000 	3067.6118 	5265.0462 	5871.0571 	2840.9083 	5158.1000 	4764.2625 	6391.5103 	7080.2417 	9460.3333 	294.1048 	2600.1091 	3272.9778 	11428.9429 	9107.3250 	3795.8154 	10367.8154 	17772.3429 	12980.8000 	19335.2000 	7412.1500 	16747.9742 	6669.2000 	12122.3379 	7422.0333 	6413.6500 	15405.9500 	7102.8176 	8672.9600 	11711.3053 	7927.0571 	5512.6615 	5572.2000 	4890.7833 	5978.1200 	6355.3053 	8914.3000 	16148.0889 	9542.9273 	4561.5333 	999.9692 	5339.7714 	10121.5333 	5382.6000 	5977.8400 	3380.8190 	2061.6091 	3272.3250 	5139.2000 	5342.6500 	8645.3429 	4219.6000 	4885.3579 	4250.2000 	7237.9500 	1583.3000 	6152.5846 	5233.4500 	584.2000 	3512.8111 	5741.9619 	2272.3429 	4907.2000 	2452.2500 	1296.0750 	225.3000 	4157.6000 	653.5000 	127.6000 	0.0000 	802.8000 	1115.1333 	339.8000 
71	1824.0000 	3870.4118 	6067.8462 	6673.8571 	3643.7083 	5960.9000 	5567.0625 	7194.3103 	7883.0417 	10263.1333 	1096.9048 	3402.9091 	4075.7778 	12231.7429 	9910.1250 	4598.6154 	11170.6154 	18575.1429 	13783.6000 	20138.0000 	8214.9500 	17550.7742 	7472.0000 	12925.1379 	8224.8333 	7216.4500 	16208.7500 	7905.6176 	9475.7600 	12514.1053 	8729.8571 	6315.4615 	6375.0000 	5693.5833 	6780.9200 	7158.1053 	9717.1000 	16950.8889 	10345.7273 	5364.3333 	1802.7692 	6142.5714 	10924.3333 	6185.4000 	6780.6400 	4183.6190 	2864.4091 	4075.1250 	5942.0000 	6145.4500 	9448.1429 	5022.4000 	5688.1579 	5053.0000 	8040.7500 	2386.1000 	6955.3846 	6036.2500 	1387.0000 	4315.6111 	6544.7619 	3075.1429 	5710.0000 	3255.0500 	2098.8750 	577.5000 	4960.4000 	1456.3000 	930.4000 	802.8000 	0.0000 	312.3333 	463.0000 
72	2136.3333 	4182.7451 	6380.1795 	6986.1905 	3956.0417 	6273.2333 	5879.3958 	7506.6437 	8195.3750 	10575.4667 	1409.2381 	3715.2424 	4388.1111 	12544.0762 	10222.4583 	4910.9487 	11482.9487 	18887.4762 	14095.9333 	20450.3333 	8527.2833 	17863.1075 	7784.3333 	13237.4713 	8537.1667 	7528.7833 	16521.0833 	8217.9510 	9788.0933 	12826.4386 	9042.1905 	6627.7949 	6687.3333 	6005.9167 	7093.2533 	7470.4386 	10029.4333 	17263.2222 	10658.0606 	5676.6667 	2115.1026 	6454.9048 	11236.6667 	6497.7333 	7092.9733 	4495.9524 	3176.7424 	4387.4583 	6254.3333 	6457.7833 	9760.4762 	5334.7333 	6000.4912 	5365.3333 	8353.0833 	2698.4333 	7267.7179 	6348.5833 	1699.3333 	4627.9444 	6857.0952 	3387.4762 	6022.3333 	3567.3833 	2411.2083 	889.8333 	5272.7333 	1768.6333 	1242.7333 	1115.1333 	312.3333 	0.0000 	775.3333 
73	1361.0000 	3407.4118 	5604.8462 	6210.8571 	3180.7083 	5497.9000 	5104.0625 	6731.3103 	7420.0417 	9800.1333 	633.9048 	2939.9091 	3612.7778 	11768.7429 	9447.1250 	4135.6154 	10707.6154 	18112.1429 	13320.6000 	19675.0000 	7751.9500 	17087.7742 	7009.0000 	12462.1379 	7761.8333 	6753.4500 	15745.7500 	7442.6176 	9012.7600 	12051.1053 	8266.8571 	5852.4615 	5912.0000 	5230.5833 	6317.9200 	6695.1053 	9254.1000 	16487.8889 	9882.7273 	4901.3333 	1339.7692 	5679.5714 	10461.3333 	5722.4000 	6317.6400 	3720.6190 	2401.4091 	3612.1250 	5479.0000 	5682.4500 	8985.1429 	4559.4000 	5225.1579 	4590.0000 	7577.7500 	1923.1000 	6492.3846 	5573.2500 	924.0000 	3852.6111 	6081.7619 	2612.1429 	5247.0000 	2792.0500 	1635.8750 	114.5000 	4497.4000 	993.3000 	467.4000 	339.8000 	463.0000 	775.3333 	0.0000; 


# Number of clusters
param k := 4;
